"ad","time","gender","age","usage","click"
"Billie",21,"Female",20,4.7,0
"Ariana",0,"Male",25,4.5,0
"Ariana",0,"Male",22,8.3,0
"Ariana",16,"Female",21,3.3,0
"Ariana",15,"Female",20,5.9,1
"Ariana",0,"Female",25,4,0
"Ariana",0,"Male",19,3.2,0
"Ariana",18,"Male",19,4,0
"Ariana",0,"Male",23,7.2,0
"Billie",0,"Male",20,7.4,0
"Ariana",19,"Male",26,5.7,0
"Billie",10,"Female",22,5.3,1
"Billie",11,"Male",20,3,1
"Ariana",0,"Female",22,2.5,0
"Ariana",0,"Female",19,1.8,0
"Billie",11,"Female",23,4,0
"Ariana",14,"Female",26,3.9,1
"Ariana",0,"Male",22,8.4,0
"Billie",15,"Male",23,4,1
"Ariana",15,"Male",24,0.9,1
"Billie",14,"Male",22,3.7,1
"Billie",15,"Female",24,9.4,1
"Ariana",0,"Male",21,2.5,0
"Billie",0,"Male",19,1.5,0
"Billie",7,"Male",24,3.9,1
"Billie",19,"Male",22,9.4,0
"Ariana",0,"Male",21,6,0
"Ariana",21,"Male",24,3.9,1
"Ariana",0,"Female",21,2.4,0
"Ariana",0,"Female",20,2.7,0
"Ariana",20,"Female",21,5.1,1
"Billie",0,"Male",24,8.4,0
"Billie",0,"Female",22,4.9,0
"Billie",0,"Female",21,4.2,0
"Ariana",0,"Male",18,2.8,0
"Ariana",0,"Male",27,1.4,0
"Billie",0,"Female",20,8.3,0
"Ariana",0,"Female",19,7,0
"Billie",0,"Male",20,7.9,0
"Billie",0,"Male",18,9.9,0
"Billie",9,"Female",24,8.1,1
"Ariana",8,"Male",21,6,0
"Billie",22,"Female",22,3,1
"Ariana",0,"Male",25,0.9,0
"Ariana",0,"Male",19,4,0
"Ariana",17,"Female",19,2.4,1
"Ariana",0,"Male",19,0.6,0
"Billie",12,"Female",22,4.6,1
"Ariana",0,"Male",25,2.6,0
"Ariana",0,"Male",21,7.4,0
"Ariana",0,"Male",23,2.7,0
"Billie",0,"Female",20,4.2,0
"Ariana",24,"Female",20,5.6,1
"Billie",0,"Female",26,3.1,0
"Billie",0,"Female",19,2.3,0
"Ariana",0,"Male",20,4.6,0
"Billie",0,"Male",20,2.8,0
"Ariana",15,"Female",23,3,1
"Ariana",0,"Female",22,4.9,0
"Billie",0,"Male",23,1.3,0
"Ariana",21,"Male",20,5.3,0
"Billie",0,"Male",27,5.7,0
"Ariana",14,"Female",21,6.3,1
"Ariana",14,"Female",26,6.6,1
"Billie",0,"Male",21,5.5,0
"Billie",0,"Male",19,7,0
"Ariana",0,"Female",22,7.3,0
"Billie",23,"Male",28,1,1
"Ariana",0,"Male",22,8,0
"Billie",10,"Female",20,7.6,1
"Ariana",0,"Female",24,0.9,0
"Ariana",14,"Female",19,9,1
"Ariana",9,"Male",20,6.4,0
"Ariana",0,"Male",23,8.1,0
"Billie",20,"Male",21,3.4,1
"Ariana",14,"Female",20,6.9,1
"Ariana",8,"Female",19,8.1,1
"Ariana",0,"Male",26,0.7,0
"Billie",7,"Male",20,6.5,0
"Ariana",11,"Male",22,2.7,0
"Billie",18,"Female",22,1.3,0
"Billie",13,"Female",25,6.6,1
"Billie",18,"Female",22,5.8,1
"Ariana",22,"Female",24,3.3,1
"Ariana",15,"Male",19,6.1,0
"Ariana",0,"Male",22,9,0
"Billie",20,"Female",23,3,1
"Billie",0,"Female",18,7.7,0
"Ariana",0,"Male",22,5.1,0
"Billie",12,"Female",29,1.1,0
"Ariana",0,"Male",27,7.7,0
"Ariana",14,"Male",21,3.7,0
"Billie",0,"Female",23,1.7,0
"Billie",22,"Male",19,7,1
"Billie",19,"Female",19,6.9,0
"Ariana",18,"Female",22,2.7,1
"Ariana",0,"Male",21,12.5,0
"Billie",16,"Female",24,3.6,1
"Ariana",21,"Female",20,2.8,0
"Billie",22,"Female",23,12.1,1
"Ariana",0,"Male",21,0.8,0
"Ariana",12,"Female",25,3.2,0
"Ariana",7,"Female",23,3.6,1
"Billie",15,"Female",20,4.8,1
"Billie",1,"Female",25,8.1,1
"Ariana",16,"Male",23,7,0
"Billie",17,"Female",21,2,0
"Billie",0,"Male",20,2.3,0
"Ariana",22,"Female",23,6.4,1
"Billie",0,"Male",21,6.1,0
"Ariana",0,"Male",22,10.6,0
"Ariana",12,"Male",22,9.4,0
"Billie",20,"Male",24,4.3,1
"Ariana",0,"Male",23,5.8,0
"Ariana",0,"Male",26,7,0
"Billie",0,"Male",25,11.3,0
"Ariana",19,"Female",20,7.3,1
"Billie",13,"Female",20,11.2,0
"Ariana",23,"Male",19,3.6,0
"Billie",0,"Male",21,4.4,0
"Billie",11,"Female",23,9.4,1
"Billie",0,"Female",22,4.4,0
"Ariana",0,"Female",19,9.4,0
"Ariana",18,"Female",24,2,0
"Billie",21,"Female",20,5.1,0
"Ariana",0,"Male",18,6.9,0
"Billie",13,"Female",26,4.8,1
"Billie",0,"Female",24,1.7,0
"Ariana",0,"Male",25,1.1,0
"Ariana",0,"Male",22,7.3,0
"Ariana",0,"Female",21,7,0
"Billie",0,"Female",22,1.2,0
"Ariana",0,"Male",23,9.8,0
"Billie",25,"Male",20,7.6,1
"Ariana",0,"Male",23,7.1,0
"Billie",0,"Male",19,7,0
"Ariana",19,"Female",25,2.7,0
"Billie",17,"Female",22,4.6,1
"Ariana",14,"Female",20,6.3,1
"Ariana",0,"Female",19,1.8,0
"Ariana",15,"Female",22,3.3,1
"Billie",13,"Male",23,7.3,1
"Ariana",0,"Female",19,7.5,0
"Billie",0,"Female",22,2.2,0
"Ariana",0,"Female",20,3.7,0
"Billie",0,"Male",18,6.4,0
"Ariana",18,"Female",21,8.6,1
"Ariana",0,"Female",21,4.8,0
"Billie",0,"Male",22,2.6,0
"Billie",13,"Male",20,4.4,1
"Billie",14,"Female",22,6.4,1
"Billie",19,"Female",21,4.3,0
"Ariana",0,"Female",22,7,0
"Billie",0,"Female",18,5.1,0
"Billie",11,"Female",21,6.1,0
"Ariana",10,"Male",21,8.1,1
"Billie",10,"Female",22,5.7,1
"Ariana",13,"Female",19,3.7,0
"Billie",13,"Female",20,6.4,1
"Billie",17,"Male",19,4.1,1
"Ariana",20,"Male",21,7.7,0
"Ariana",22,"Male",23,9.7,0
"Billie",11,"Female",18,3.9,0
"Billie",0,"Male",24,1.8,0
"Billie",0,"Female",22,7.8,0
"Billie",0,"Male",19,1.8,0
"Ariana",0,"Male",22,6.8,0
"Billie",0,"Female",19,2.1,0
"Billie",0,"Male",20,6.7,0
"Billie",20,"Male",25,3,1
"Billie",23,"Male",20,7.8,1
"Ariana",10,"Female",23,10,0
"Ariana",16,"Female",21,7.4,1
"Ariana",0,"Male",18,10.7,0
"Ariana",0,"Male",19,10.3,0
"Billie",18,"Female",21,9.8,1
"Billie",0,"Male",23,8.1,0
"Billie",0,"Female",22,4.1,0
"Ariana",0,"Male",26,2.5,0
"Ariana",0,"Male",24,2.3,0
"Billie",19,"Male",19,3.6,1
"Ariana",0,"Female",22,10.1,0
"Ariana",18,"Male",19,7.1,0
"Billie",0,"Male",20,7,0
"Ariana",5,"Male",21,2.9,0
"Billie",20,"Female",22,3.2,1
"Billie",14,"Female",23,3.4,0
"Ariana",18,"Female",19,2.3,1
"Billie",7,"Male",21,3.9,1
"Billie",0,"Female",22,6,0
"Ariana",0,"Female",19,9,0
"Ariana",11,"Female",23,7.2,1
"Billie",0,"Female",22,5.1,0
"Ariana",0,"Female",22,9.1,0
"Billie",0,"Male",25,10,0
"Ariana",0,"Male",20,7.7,0
"Billie",0,"Male",20,5.5,0
"Ariana",0,"Male",20,6.7,0
"Ariana",14,"Female",19,5,0
"Billie",13,"Female",20,3.3,0
"Billie",17,"Male",25,6,0
"Billie",0,"Female",20,3.7,0
"Billie",19,"Male",20,6.3,1
"Ariana",16,"Female",22,2.4,1
"Ariana",9,"Male",24,7.5,0
"Ariana",15,"Female",19,1.4,1
"Billie",8,"Male",23,5.6,1
"Ariana",0,"Male",19,5.5,0
"Ariana",12,"Female",19,3.9,1
"Ariana",0,"Female",20,7.4,0
"Billie",0,"Male",21,6.1,0
"Billie",0,"Male",19,6.8,0
"Billie",17,"Female",25,7.5,1
"Billie",10,"Male",24,4.2,0
"Ariana",0,"Male",24,1.4,0
"Billie",0,"Male",25,9.4,0
"Ariana",0,"Male",24,7.2,0
"Billie",14,"Female",19,4.3,1
"Billie",21,"Female",26,4.9,1
"Ariana",0,"Male",18,2.5,0
"Ariana",0,"Male",23,2.3,0
"Ariana",18,"Female",22,7.2,0
"Ariana",0,"Male",22,3.5,0
"Billie",6,"Female",19,5.4,1
"Ariana",12,"Female",28,5.2,1
"Ariana",0,"Male",24,10.9,0
"Billie",12,"Female",22,4.5,0
"Ariana",0,"Female",20,3.9,0
"Ariana",0,"Female",20,3.7,0
"Ariana",18,"Female",23,4.2,1
"Billie",25,"Female",22,6.5,1
"Ariana",0,"Female",19,8.2,0
"Billie",0,"Male",23,6.2,0
"Billie",16,"Female",20,2.7,1
"Ariana",22,"Female",20,10,1
"Billie",0,"Male",18,3.7,0
"Ariana",0,"Male",19,3.6,0
"Ariana",10,"Female",21,2.2,1
"Ariana",0,"Female",21,3.7,0
"Billie",0,"Male",19,6.8,0
"Ariana",0,"Male",24,4.4,0
"Ariana",0,"Male",19,8.3,0
"Billie",0,"Female",23,4.5,0
"Ariana",13,"Female",21,4.4,1
"Billie",0,"Male",23,1.6,0
"Ariana",0,"Male",22,5.8,0
"Ariana",12,"Female",19,4.2,1
"Billie",19,"Female",24,5,1
"Billie",0,"Male",21,9.4,0
"Ariana",0,"Female",18,2.4,0
"Ariana",0,"Male",21,6.5,0
"Billie",0,"Male",24,1.8,0
"Ariana",0,"Female",21,2.1,0
"Billie",15,"Female",24,4.7,1
"Billie",26,"Male",21,1.5,1
"Billie",0,"Female",21,3.9,0
"Ariana",0,"Male",21,4.6,0
"Billie",6,"Female",22,7.6,0
"Ariana",13,"Male",20,7.2,0
"Billie",0,"Male",19,6.8,0
"Billie",6,"Female",24,0.6,0
"Ariana",0,"Male",20,3.9,0
"Ariana",12,"Female",24,3.2,1
"Ariana",16,"Male",25,4.1,0
"Ariana",0,"Male",18,1.9,0
"Billie",0,"Male",21,9.6,0
"Billie",0,"Female",20,6,0
"Billie",11,"Male",22,6.4,1
"Ariana",18,"Female",24,6.5,0
"Billie",0,"Male",20,8.6,0
"Billie",12,"Female",22,3.3,0
"Billie",0,"Male",25,1.9,0
"Ariana",16,"Female",21,2.8,1
"Billie",0,"Male",19,2.8,0
"Billie",0,"Female",23,5.7,0
"Billie",0,"Male",21,6.8,0
"Ariana",8,"Female",19,6.8,1
"Billie",0,"Male",25,8.2,0
"Billie",19,"Male",22,4.2,1
"Ariana",0,"Male",20,3.9,0
"Billie",10,"Female",19,5.6,1
"Ariana",20,"Male",20,5.1,0
"Billie",0,"Female",20,5.8,0
"Billie",0,"Male",24,3,0
"Ariana",0,"Female",25,6,0
"Billie",0,"Male",21,10.5,0
"Ariana",0,"Male",23,7.1,0
"Ariana",0,"Female",25,11.1,0
"Billie",15,"Male",28,4.7,1
"Billie",0,"Female",23,4.1,0
"Billie",11,"Female",19,3.6,1
"Billie",0,"Female",21,8.6,0
"Billie",0,"Male",19,4.2,0
"Billie",7,"Female",21,2.8,0
"Billie",0,"Female",22,9.7,0
"Ariana",0,"Male",19,3.1,0
"Billie",19,"Female",20,2.9,0
"Ariana",0,"Male",20,6,0
"Ariana",0,"Female",20,7.4,0
"Billie",0,"Female",19,7.5,0
"Ariana",7,"Female",20,13,0
"Ariana",12,"Male",24,1.5,0
"Ariana",0,"Male",26,5.1,0
"Ariana",16,"Female",18,8.3,0
"Ariana",14,"Female",20,7.4,0
"Ariana",0,"Female",22,7.7,0
"Ariana",23,"Female",23,13.3,1
"Billie",0,"Female",23,14,0
"Ariana",0,"Male",23,7.9,0
"Billie",0,"Male",20,4.2,0
"Ariana",0,"Male",19,7.7,0
"Billie",14,"Female",19,5.9,1
"Billie",11,"Female",20,6,1
"Billie",14,"Female",21,2.3,1
"Ariana",13,"Male",19,7.5,0
"Billie",0,"Male",19,3.6,0
"Ariana",0,"Female",19,4.4,0
"Billie",11,"Male",19,8.5,0
"Billie",17,"Male",21,5.5,1
"Billie",19,"Male",19,8.1,1
"Billie",17,"Female",18,1.8,1
"Billie",0,"Female",24,4.6,0
"Billie",0,"Male",24,4.8,0
"Ariana",12,"Female",21,3,1
"Billie",0,"Female",25,4.2,0
"Billie",0,"Female",19,7.8,0
"Billie",0,"Male",18,9.1,0
"Ariana",0,"Male",23,4.2,0
"Billie",8,"Male",19,3.3,0
"Billie",0,"Male",18,4.9,0
"Ariana",18,"Female",27,5.2,1
"Ariana",0,"Female",19,6.1,0
"Billie",9,"Female",23,3.6,1
"Ariana",23,"Female",23,11.6,1
"Ariana",19,"Female",20,10.7,1
"Ariana",0,"Male",21,1.3,0
"Billie",0,"Male",25,3,0
"Billie",0,"Male",20,1.4,0
"Billie",0,"Male",21,3,0
"Ariana",14,"Female",19,6.2,0
"Billie",16,"Female",21,1.2,1
"Billie",15,"Male",21,6.9,1
"Billie",0,"Female",19,4.8,0
"Billie",0,"Male",24,2.3,0
"Billie",24,"Male",23,7.7,1
"Billie",9,"Male",27,5.6,1
"Ariana",21,"Male",23,2.4,0
"Billie",0,"Male",24,8.6,0
"Billie",20,"Male",25,4.7,1
"Ariana",14,"Female",20,4.7,1
"Ariana",17,"Female",23,7.8,1
"Ariana",0,"Male",24,4.5,0
"Billie",0,"Male",23,4.8,0
"Billie",0,"Female",20,1.2,0
"Ariana",12,"Male",19,6.3,0
"Ariana",13,"Female",18,9,0
"Ariana",16,"Female",26,11.2,0
"Billie",19,"Female",21,6.3,1
"Billie",19,"Female",22,6,1
"Ariana",0,"Female",27,8.2,0
"Billie",0,"Male",23,4.1,0
"Ariana",0,"Male",22,6.4,0
"Ariana",0,"Male",18,10.7,0
"Billie",0,"Female",26,4.8,0
"Ariana",0,"Male",19,8.3,0
"Billie",17,"Male",23,9.6,1
"Billie",14,"Female",20,6.1,1
"Ariana",11,"Male",18,3.9,1
"Ariana",16,"Male",24,2.9,0
"Ariana",0,"Male",21,6.8,0
"Ariana",14,"Female",21,5.8,1
"Ariana",0,"Male",19,6.6,0
"Billie",17,"Female",20,6.4,1
"Billie",12,"Male",22,7.8,0
"Billie",20,"Female",19,4.9,1
"Billie",0,"Female",25,3.9,0
"Ariana",12,"Female",23,3.7,0
"Ariana",11,"Female",20,1.3,1
"Billie",9,"Male",22,4.3,1
"Billie",7,"Male",19,4.4,1
"Billie",10,"Female",21,2.1,1
"Billie",15,"Female",21,4.6,0
"Ariana",0,"Female",25,1,0
"Ariana",18,"Female",20,4.9,1
"Ariana",12,"Female",23,3.1,1
"Billie",15,"Female",21,7.9,0
"Billie",0,"Female",25,3.2,0
"Ariana",0,"Male",22,6.6,0
"Billie",12,"Male",19,4.1,1
"Billie",0,"Female",21,6.8,0
"Ariana",0,"Male",21,9.2,0
"Ariana",9,"Female",20,9.5,0
"Ariana",14,"Female",21,4.2,1
"Ariana",9,"Female",23,6.7,1
"Ariana",0,"Male",19,1,0
"Ariana",12,"Female",22,7.4,1
"Ariana",23,"Female",22,4.9,0
"Ariana",8,"Female",20,8.4,0
"Ariana",0,"Male",22,4.8,0
"Billie",7,"Male",20,8.3,1
"Billie",15,"Female",21,4.7,1
"Billie",0,"Male",23,9.3,0
"Billie",0,"Male",20,7.3,0
"Billie",0,"Female",20,8.7,0
"Billie",18,"Female",24,5.2,1
"Ariana",18,"Female",25,7.3,1
"Ariana",9,"Male",26,5.6,0
"Ariana",0,"Male",21,6.3,0
"Billie",0,"Male",23,6.7,0
"Ariana",13,"Male",19,0.8,0
"Ariana",0,"Female",24,4.7,0
"Ariana",0,"Male",23,4.1,0
"Billie",0,"Male",23,1.3,0
"Billie",13,"Female",24,6,1
"Billie",0,"Male",20,3.4,0
"Ariana",0,"Female",24,7.9,0
"Billie",13,"Female",27,7.8,1
"Ariana",0,"Male",24,2.8,0
"Ariana",16,"Male",24,8.5,0
"Billie",0,"Male",23,2.7,0
"Billie",0,"Female",25,7,0
"Billie",13,"Female",22,7.7,1
"Ariana",0,"Female",23,5.3,0
"Ariana",19,"Male",24,4.5,0
"Ariana",15,"Female",21,5.1,0
"Ariana",0,"Male",26,0.6,0
"Billie",0,"Male",24,5.8,0
"Billie",12,"Female",24,6.8,1
"Ariana",0,"Female",22,3.5,0
"Ariana",0,"Female",21,2.3,0
"Billie",0,"Male",20,8.2,0
"Billie",0,"Female",20,3.3,0
"Ariana",16,"Male",21,0.8,0
"Ariana",0,"Male",22,5.6,0
"Ariana",19,"Male",21,2.8,1
"Billie",0,"Female",19,2.9,0
"Ariana",8,"Female",20,1.1,1
"Ariana",18,"Male",19,4.9,0
"Billie",14,"Female",24,9,1
"Ariana",0,"Female",20,3.4,0
"Ariana",15,"Female",24,4.9,1
"Billie",18,"Male",21,3.4,1
"Billie",0,"Female",23,9,0
"Ariana",0,"Male",21,3.8,0
"Ariana",0,"Female",20,3.5,0
"Billie",7,"Female",19,1.2,0
"Ariana",6,"Female",22,4.7,0
"Ariana",8,"Female",24,3.6,0
"Ariana",20,"Female",22,3.6,0
"Ariana",0,"Male",23,10.8,0
"Billie",10,"Female",22,8.8,0
"Ariana",0,"Male",24,8.4,0
"Billie",0,"Female",22,5,0
"Billie",0,"Male",30,6,0
"Billie",0,"Female",24,4,0
"Billie",29,"Male",21,7.1,1
"Billie",17,"Male",23,8.9,1
"Billie",17,"Male",22,3.5,0
"Ariana",0,"Female",23,1.6,0
"Billie",22,"Male",22,5,1
"Billie",19,"Female",24,7.7,1
"Billie",15,"Female",23,4.6,0
"Billie",0,"Female",21,7.7,0
"Billie",0,"Male",25,3.6,0
"Ariana",8,"Male",25,8.6,0
"Billie",14,"Female",20,11.8,0
"Ariana",0,"Female",20,8.9,0
"Billie",0,"Female",22,4.1,0
"Billie",0,"Female",22,6.7,0
"Billie",0,"Male",21,2.1,0
"Ariana",17,"Female",22,7.1,1
"Ariana",0,"Male",24,7,0
"Billie",2,"Female",23,2.3,0
"Billie",0,"Female",18,2.6,0
"Ariana",0,"Female",20,9,0
"Ariana",0,"Female",22,0.7,0
"Billie",0,"Female",21,3.6,0
"Ariana",0,"Female",21,7,0
"Billie",0,"Female",20,3.3,0
"Ariana",0,"Male",29,6.5,0
"Billie",0,"Male",19,3.7,0
"Ariana",0,"Male",19,6.9,0
"Billie",0,"Female",19,6.2,0
"Billie",18,"Male",19,7.6,1
"Billie",8,"Male",22,7.8,1
"Billie",15,"Male",19,2.1,1
"Billie",17,"Female",24,1.3,1
"Billie",0,"Male",23,7.9,0
"Ariana",12,"Female",22,10.8,1
"Ariana",13,"Female",22,3,0
"Billie",14,"Female",22,7.3,1
"Billie",0,"Male",25,4.1,0
"Ariana",13,"Male",23,4.2,1
"Billie",0,"Female",21,9.1,0
"Ariana",13,"Female",23,6.9,0
"Ariana",26,"Female",24,2.7,0
"Billie",0,"Male",19,11.7,0
"Billie",0,"Male",20,6.8,0
"Ariana",0,"Male",25,5.1,0
"Ariana",15,"Male",23,6.6,0
"Ariana",0,"Female",21,9,0
"Billie",10,"Female",21,4.7,0
"Billie",0,"Female",25,4.8,0
"Ariana",0,"Female",18,2.1,0
"Billie",5,"Female",20,4.2,0
"Ariana",0,"Female",20,5.3,0
"Billie",19,"Female",23,5.1,0
"Ariana",0,"Male",23,3.6,0
"Ariana",17,"Female",23,5.9,1
"Billie",0,"Female",19,5.1,0
"Billie",0,"Male",25,2.1,0
"Billie",12,"Male",23,1.5,0
"Billie",13,"Male",23,5.6,1
"Billie",0,"Female",22,1.3,0
"Ariana",18,"Female",22,4.6,0
"Ariana",15,"Female",21,9.2,1
"Ariana",0,"Male",26,2.4,0
"Billie",6,"Male",23,5.8,1
"Ariana",13,"Female",20,1.7,0
"Billie",0,"Female",25,8.6,0
"Ariana",9,"Male",19,9.5,0
"Ariana",13,"Female",20,1.3,1
"Billie",0,"Male",21,6.3,0
"Billie",12,"Female",26,3.3,1
"Ariana",21,"Male",19,3,1
"Billie",7,"Female",20,8.9,0
"Ariana",0,"Female",19,5.4,0
"Billie",15,"Female",22,5.3,1
"Billie",18,"Male",23,9.6,0
"Ariana",0,"Male",21,10.4,0
"Ariana",18,"Female",20,4.6,0
"Ariana",24,"Female",22,6.8,0
"Billie",0,"Male",19,9.9,0
"Billie",14,"Male",22,9.3,1
"Billie",0,"Male",26,2.3,0
"Billie",0,"Male",22,8.4,0
"Billie",16,"Male",20,4.5,0
"Billie",0,"Male",25,4.9,0
"Ariana",0,"Male",22,9.3,0
"Ariana",0,"Male",20,0.9,0
"Billie",0,"Female",27,7.3,0
"Billie",12,"Female",20,6.8,0
"Ariana",8,"Female",22,8.4,1
"Billie",22,"Female",27,9.4,1
"Billie",0,"Male",20,4,0
"Ariana",16,"Male",24,7.8,0
"Ariana",0,"Male",21,3.6,0
"Ariana",0,"Male",23,8.4,0
"Billie",14,"Female",25,1.3,1
"Billie",17,"Female",19,2.9,0
"Ariana",10,"Male",20,1.5,0
"Billie",0,"Female",23,4.3,0
"Billie",7,"Female",28,9.7,1
"Billie",0,"Female",20,4.4,0
"Ariana",20,"Female",24,9,1
"Ariana",10,"Female",24,5.6,1
"Ariana",22,"Male",23,7.3,0
"Billie",0,"Male",22,11.7,0
"Billie",0,"Male",20,3.4,0
"Billie",0,"Male",26,9.9,0
"Ariana",0,"Male",22,6,0
"Billie",0,"Male",21,4.2,0
"Ariana",0,"Male",19,7.9,0
"Billie",0,"Male",21,5.9,0
"Billie",0,"Male",20,2.7,0
"Ariana",10,"Female",28,10.7,0
"Billie",0,"Female",27,2.2,0
"Billie",0,"Male",25,10.9,0
"Ariana",6,"Female",22,2.2,1
"Billie",0,"Male",21,4.2,0
"Ariana",16,"Female",30,12.1,1
"Billie",0,"Female",26,7,0
"Ariana",21,"Female",25,8.2,0
"Billie",0,"Female",18,7.3,0
"Billie",20,"Female",18,8.3,1
"Ariana",0,"Female",18,10.9,0
"Ariana",17,"Female",24,5.6,1
"Billie",0,"Male",21,7.5,0
"Billie",14,"Male",24,3.1,0
"Ariana",0,"Female",25,7.9,0
"Ariana",0,"Male",22,3.1,0
"Ariana",0,"Male",29,11.4,0
"Ariana",21,"Male",20,1.6,1
"Ariana",0,"Male",20,4,0
"Ariana",22,"Male",19,8.6,0
"Ariana",0,"Male",19,5.6,0
"Billie",18,"Female",21,3.4,1
"Billie",9,"Female",22,6.2,1
"Ariana",8,"Female",18,5.3,1
"Ariana",0,"Male",22,5.3,0
"Ariana",3,"Female",23,4.8,0
"Billie",11,"Male",23,8.8,1
"Ariana",0,"Male",19,3.4,0
"Ariana",0,"Male",20,7.9,0
"Billie",0,"Male",24,8.5,0
"Ariana",0,"Female",23,8.4,0
"Ariana",0,"Female",21,5.8,0
"Billie",0,"Male",21,8.8,0
"Ariana",7,"Male",20,3,0
"Billie",17,"Male",26,8.3,1
"Billie",23,"Female",28,2.3,0
"Billie",0,"Male",20,4.7,0
"Ariana",15,"Male",25,0.5,1
"Billie",0,"Female",20,5.6,0
"Billie",14,"Male",19,2.6,1
"Billie",18,"Male",19,6.5,1
"Ariana",11,"Female",20,3.5,0
"Ariana",0,"Female",22,3.8,0
"Billie",0,"Female",21,4.5,0
"Ariana",0,"Male",23,4,0
"Ariana",0,"Male",22,5.6,0
"Billie",16,"Female",19,1.4,0
"Ariana",14,"Female",19,9.9,0
"Ariana",0,"Female",18,6.4,0
"Billie",5,"Female",19,4.7,0
"Billie",16,"Male",28,9.1,1
"Billie",13,"Male",23,9,1
"Billie",0,"Male",23,3.9,0
"Ariana",21,"Female",25,1.5,1
"Ariana",22,"Male",20,4.7,1
"Billie",12,"Female",19,3.2,1
"Billie",11,"Male",18,4.2,1
"Billie",18,"Female",19,7.6,0
"Billie",21,"Female",20,5,1
"Ariana",0,"Female",20,8.1,0
"Ariana",13,"Male",21,6.3,0
"Ariana",18,"Male",20,3.2,0
"Ariana",0,"Male",21,3.5,0
"Ariana",0,"Male",24,2.8,0
"Ariana",19,"Male",23,5.6,0
"Billie",0,"Male",21,2.9,0
"Ariana",13,"Female",19,5.1,1
"Billie",0,"Male",21,1.9,0
"Ariana",0,"Male",25,4.7,0
"Ariana",0,"Male",19,7.1,0
"Billie",0,"Male",18,3,0
"Billie",0,"Male",25,3.7,0
"Billie",0,"Male",20,8.1,0
"Ariana",0,"Male",25,4.8,0
"Billie",15,"Male",21,6.6,1
"Ariana",0,"Female",19,6.5,0
"Ariana",0,"Male",22,8.3,0
"Billie",7,"Female",20,2.4,1
"Billie",0,"Male",21,3.4,0
"Billie",0,"Male",24,4.8,0
"Ariana",0,"Male",21,6.4,0
"Ariana",18,"Male",23,3.6,1
"Ariana",0,"Female",19,3.5,0
"Ariana",5,"Female",22,7.5,0
"Billie",0,"Female",18,7,0
"Ariana",0,"Female",19,7.5,0
"Ariana",16,"Male",24,2.7,0
"Billie",10,"Male",21,2.7,0
"Ariana",0,"Male",18,5,0
"Billie",2,"Male",24,3.6,1
"Billie",0,"Male",27,7.3,0
"Billie",13,"Female",22,6.9,0
"Billie",15,"Female",21,5.5,0
"Ariana",0,"Female",19,6,0
"Billie",6,"Female",23,10.7,1
"Ariana",9,"Female",24,7,1
"Billie",0,"Female",19,6.3,0
"Billie",0,"Male",26,4.5,0
"Ariana",0,"Male",19,5.5,0
"Billie",18,"Male",20,6,0
"Ariana",0,"Male",23,7,0
"Ariana",0,"Female",24,0.8,0
"Ariana",24,"Male",23,3.2,0
"Ariana",0,"Male",24,4.3,0
"Billie",0,"Male",18,8.5,0
"Ariana",0,"Male",20,2.4,0
"Billie",0,"Male",19,3.3,0
"Billie",0,"Male",19,2.9,0
"Ariana",15,"Male",22,1.6,0
"Billie",0,"Male",21,0.8,0
"Ariana",0,"Male",26,5.2,0
"Billie",22,"Female",22,4.2,0
"Billie",11,"Female",21,1.3,0
"Billie",0,"Female",19,4.1,0
"Ariana",0,"Female",20,7,0
"Billie",8,"Female",23,4.5,1
"Billie",13,"Female",19,2.8,1
"Ariana",0,"Female",24,7.2,0
"Ariana",16,"Female",26,0.9,0
"Billie",13,"Female",18,6.7,0
"Billie",10,"Female",21,3.6,1
"Ariana",0,"Female",20,0.8,0
"Ariana",0,"Male",23,5.2,0
"Billie",12,"Female",26,12.6,0
"Billie",0,"Male",20,1.4,0
"Billie",0,"Male",19,6.5,0
"Billie",9,"Female",21,6.4,1
"Ariana",9,"Female",27,6.3,0
"Ariana",0,"Male",22,2.1,0
"Billie",0,"Female",21,6,0
"Billie",17,"Female",22,5.3,1
"Billie",12,"Male",23,5,1
"Billie",0,"Male",21,7.4,0
"Billie",12,"Female",21,3.3,1
"Ariana",21,"Female",23,1.7,1
"Ariana",20,"Female",24,5.4,1
"Billie",12,"Female",25,6.1,1
"Billie",0,"Male",20,3.2,0
"Ariana",0,"Female",21,5.1,0
"Ariana",17,"Female",21,6.9,0
"Billie",0,"Male",21,2.8,0
"Ariana",0,"Male",22,8.9,0
"Billie",0,"Male",21,8.6,0
"Ariana",0,"Male",25,5.6,0
"Ariana",26,"Male",23,3.2,0
"Billie",19,"Male",22,4.3,1
"Billie",0,"Male",26,10,0
"Billie",17,"Female",19,8.1,1
"Billie",11,"Female",19,6.4,1
"Ariana",0,"Female",27,2.3,0
"Ariana",0,"Male",20,5.9,0
"Billie",10,"Male",20,9.4,0
"Ariana",0,"Male",19,7.9,0
"Billie",12,"Male",27,4.5,0
"Billie",9,"Male",20,1.2,1
"Billie",0,"Male",24,6.1,0
"Ariana",0,"Male",24,3.7,0
"Billie",14,"Female",27,6.1,1
"Ariana",0,"Male",24,5.5,0
"Billie",0,"Male",24,3.9,0
